text,tokens
maji ni uhai,"['maji', 'uhai']"
watoto wangu wanaishi katika new york,"['watoto', 'wangu', 'wanaishi', 'new', 'york']"
mungu akubariki,"['mungu', 'akubariki']"
usitusahau,['usitusahau']
nilisikia kwamba uliolewa,"['nilisikia', 'uliolewa']"
nilisikia kwamba ulioa,"['nilisikia', 'ulioa']"
hujambo,['hujambo']
hamjambo,['hamjambo']
unaipenda,['unaipenda']
unaupenda,['unaupenda']
unalipenda,['unalipenda']
si muhimu,"['si', 'muhimu']"
si ya maana,"['si', 'maana']"
usipoelewa uliza,"['usipoelewa', 'uliza']"
tembo wanakula nyasi,"['tembo', 'wanakula', 'nyasi']"
niliamka nikazunguka mjini barabarani na hata vichochoroni nikimtafuta yule wangu wa moyo,"['niliamka', 'nikazunguka', 'mjini', 'barabarani', 'vichochoroni', 'nikimtafuta', 'wangu', 'moyo']"
kaa nyumbani,"['kaa', 'nyumbani']"
mtu atampenda mwana,"['mtu', 'atampenda', 'mwana']"
kwa nini,[]
sawa sawa,"['sawa', 'sawa']"
heri ya mwaka mpya,"['heri', 'mwaka', 'mpya']"
nipe paspoti yako,"['nipe', 'paspoti', 'yako']"
una mizigo zaidi,"['una', 'mizigo']"
saa ngapi ndege inaruka,"['saa', 'ngapi', 'ndege', 'inaruka']"
saa ngapi itabidi nifike kiwanjani,"['saa', 'ngapi', 'itabidi', 'nifike', 'kiwanjani']"
umechelewa ndege imeshaondoka,"['umechelewa', 'ndege', 'imeshaondoka']"
asante sana,['asante']
ni raha kubwa,['raha']
ni raha,['raha']
furaha ni yangu,['furaha']
ni furaha yangu,['furaha']
jina langu ni nuno kutoka portugal lakini ninaishi rio,"['jina', 'langu', 'nuno', 'portugal', 'ninaishi', 'rio']"
unaongea kireno,"['unaongea', 'kireno']"
jina langu ni nuno kutoka ureno lakini naishi rio,"['jina', 'langu', 'nuno', 'ureno', 'naishi', 'rio']"
je wewe umetoka uholanzi,"['je', 'wewe', 'umetoka', 'uholanzi']"
habari yako njema sana nawe je mzuri sana asante,"['habari', 'yako', 'njema', 'nawe', 'je', 'mzuri', 'asante']"
unaishi wapi,"['unaishi', 'wapi']"
uko sawa ndio niko sawa,"['uko', 'sawa', 'ndio', 'niko', 'sawa']"
ninaishi urusi wewe je ninaishi ukraine,"['ninaishi', 'urusi', 'wewe', 'je', 'ninaishi', 'ukraine']"
natoka brasil wewe je,"['natoka', 'brasil', 'wewe', 'je']"
mimi natoka brazil na wewe,"['natoka', 'brazil', 'wewe']"
asante kwa kuniuliza,"['asante', 'kuniuliza']"
asante kwa kuuliza,"['asante', 'kuuliza']"
uko sawa lucia,"['uko', 'sawa', 'lucia']"
uko sawa,"['uko', 'sawa']"
unataka wapi,"['unataka', 'wapi']"
unatoka wapi,"['unatoka', 'wapi']"
kazi nzuri nyie,"['kazi', 'nzuri', 'nyie']"
niko sawa asante na wewe,"['niko', 'sawa', 'asante', 'wewe']"
habari za asubuhi watu,"['habari', 'asubuhi']"
habari yenyu,"['habari', 'yenyu']"
huyu ni julia,"['huyu', 'julia']"
ninaongea lugha kadhaa,"['ninaongea', 'lugha', 'kadhaa']"
unaweza kuniita bob,"['unaweza', 'kuniita', 'bob']"
ninaongea kijerumani kidogo,"['ninaongea', 'kijerumani', 'kidogo']"
unaongea lugha gani,"['unaongea', 'lugha', 'gani']"
unazungumza lugha zipi,"['unazungumza', 'lugha', 'zipi']"
rick  jina langu la utani,"['rick', 'jina', 'langu', 'utani']"
rick ni jina langu la utani,"['rick', 'jina', 'langu', 'utani']"
jina langu la utani ni ryck,"['jina', 'langu', 'utani', 'ryck']"
jina langu la utani ni tom,"['jina', 'langu', 'utani', 'tom']"
jina lako la utani ni lipi,"['jina', 'lako', 'utani', 'lipi']"
natoka ureno,"['natoka', 'ureno']"
unaongea kialbania,"['unaongea', 'kialbania']"
unaongea mandarin,"['unaongea', 'mandarin']"
ninaongea kiyunani nawe je,"['ninaongea', 'kiyunani', 'nawe', 'je']"
sina jina la utani,"['sina', 'jina', 'utani']"
je unalo jina la utani,"['je', 'unalo', 'jina', 'utani']"
niko na miaka thelathini sasa,"['niko', 'miaka', 'thelathini']"
carlos ni mhispania na mkewe ni mjerumani,"['carlos', 'mhispania', 'mkewe', 'mjerumani']"
mimi ni mfaransa na yeye ni mamerika,"['mfaransa', 'mamerika']"
yeye ni wa argentina,['argentina']
je wewe ni mromania,"['je', 'wewe', 'mromania']"
nina miaka kumi na sita,"['nina', 'miaka', 'kumi', 'sita']"
nina umri wa miaka themanini,"['nina', 'umri', 'miaka', 'themanini']"
nina umri wa miaka kumi na nne,"['nina', 'umri', 'miaka', 'kumi', 'nne']"
nina miaka kumi na nne,"['nina', 'miaka', 'kumi', 'nne']"
nina miaka kumi na nane,"['nina', 'miaka', 'kumi', 'nane']"
nina miaka 12,"['nina', 'miaka', '12']"
nina umri wa miaka arobaini,"['nina', 'umri', 'miaka', 'arobaini']"
nina miaka 27,"['nina', 'miaka', '27']"
una miaka ngapi michele,"['una', 'miaka', 'ngapi', 'michele']"
je kila kitu kiko wazi kwako,"['je', 'kitu', 'kiko', 'wazi', 'kwako']"
agizo limepitwa na wakati,"['agizo', 'limepitwa']"
tulikaa wazi hadi usiku wa manane,"['tulikaa', 'wazi', 'usiku', 'manane']"
je unapenda takwimu,"['je', 'unapenda', 'takwimu']"
yeye ni mrefu,['mrefu']
andika namba kwa ukamilifu,"['andika', 'namba', 'ukamilifu']"
jina lako kamili ni nani,"['jina', 'lako', 'kamili', 'nani']"
unaweza kuniita chochote unachotaka,"['unaweza', 'kuniita', 'chochote', 'unachotaka']"
unazungumza lugha ngapi,"['unazungumza', 'lugha', 'ngapi']"
anna anatoka kusini mwa ujerumani,"['anna', 'anatoka', 'kusini', 'mwa', 'ujerumani']"
daima huenda pamoja naye,"['daima', 'huenda']"
anaongea lugha kadhaa,"['anaongea', 'lugha', 'kadhaa']"
kila wakati unanunua vitu vizuri,"['unanunua', 'vitu', 'vizuri']"
kila wakati anaenda pamoja naye,['anaenda']
napenda ijumaa,"['napenda', 'ijumaa']"
je ni mwezi upi unaopenda zaidi kwa mwaka na kwanini,"['je', 'mwezi', 'upi', 'unaopenda', 'mwaka', 'kwanini']"
niambie kidogo kuhusu,"['niambie', 'kidogo', 'kuhusu']"
nina kaka mmoja na dada wawili,"['nina', 'kaka', 'dada', 'wawili']"
anaenda kuolewa,"['anaenda', 'kuolewa']"
ninapenda kutuma ujumbe,"['ninapenda', 'kutuma', 'ujumbe']"
rangi ninayopenda zaidi ni machungwa,"['rangi', 'ninayopenda', 'machungwa']"
anafundisha masomo ya kifaransa,"['anafundisha', 'masomo', 'kifaransa']"
sichumbani kwa bahati mbaya,"['sichumbani', 'bahati', 'mbaya']"
ninapenda sana lugha,"['ninapenda', 'lugha']"
nitaenda kupata mtoto wa mbwa,"['nitaenda', 'kupata', 'mtoto', 'mbwa']"
niko brazil,"['niko', 'brazil']"
niko nyumbani sasa,"['niko', 'nyumbani']"
tatiana hajalala,"['tatiana', 'hajalala']"
ni septemba,['septemba']
tuko kwenye msimu wa baridi,"['tuko', 'msimu', 'baridi']"
ni moto sana,['moto']
leo ni jumamosi,"['leo', 'jumamosi']"
umri wako ni upi,"['umri', 'wako', 'upi']"
ana umri gani,"['ana', 'umri', 'gani']"
yeye ni msichana wa miaka kumi na mbili,"['msichana', 'miaka', 'kumi', 'mbili']"
watu huniita ryck,"['huniita', 'ryck']"
je albania ni nchi halali,"['je', 'albania', 'nchi', 'halali']"
nina paka mmoja,"['nina', 'paka']"
ana paka mmoja mzuri,"['ana', 'paka', 'mzuri']"
je una jina la utani,"['je', 'una', 'jina', 'utani']"
unaishi colombia sawa,"['unaishi', 'colombia', 'sawa']"
adelina anaongea kiingereza kiromania kifaransa kidogo na kireno,"['adelina', 'anaongea', 'kiingereza', 'kiromania', 'kifaransa', 'kidogo', 'kireno']"
siku yako ya kuzaliwa ni lini,"['siku', 'yako', 'kuzaliwa', 'lini']"
nimefurahi kukutana nawe eunice,"['nimefurahi', 'kukutana', 'nawe', 'eunice']"
tuko moja kwa moja kwenye facebook,"['tuko', 'facebook']"
wanaishi uingereza,"['wanaishi', 'uingereza']"
anaitwa nina,"['anaitwa', 'nina']"
yeye ni nani,['nani']
nina umri wa miaka 33,"['nina', 'umri', 'miaka', '33']"
anapenda sana maisha,"['anapenda', 'maisha']"
je unatoka hapa,"['je', 'unatoka', 'hapa']"
nimechoka sana,['nimechoka']
niko nyumbani kwa rafiki,"['niko', 'nyumbani', 'rafiki']"
ongea nami,"['ongea', 'nami']"
anahitaji msaada,"['anahitaji', 'msaada']"
yeye ni wa hapa,['hapa']
je unazungumza kiromania vizuri,"['je', 'unazungumza', 'kiromania', 'vizuri']"
je anatoka argentina,"['je', 'anatoka', 'argentina']"
tunataka misemwa inayoenea,"['tunataka', 'misemwa', 'inayoenea']"
tangi ni tupu,"['tangi', 'tupu']"
tangi limejaa,"['tangi', 'limejaa']"
chumba changu ni namba ngapi,"['chumba', 'changu', 'namba', 'ngapi']"
hapakuwa na mtu,"['hapakuwa', 'mtu']"
lazima uende nyumbani,"['lazima', 'uende', 'nyumbani']"
tom ni mwalimu,"['tom', 'mwalimu']"
tom yuko shuleni,"['tom', 'yuko', 'shuleni']"
tom alikuwa shuleni,"['tom', 'shuleni']"
hakuna sababu ya kuogopa,"['hakuna', 'sababu', 'kuogopa']"
bei gani,"['bei', 'gani']"
nimemaliza,['nimemaliza']
gari limeharibika,"['gari', 'limeharibika']"
nilipe kiasi gani,"['nilipe', 'kiasi', 'gani']"
tutafika lini,"['tutafika', 'lini']"
nenda moja kwa moja,['nenda']
tafadhali funga dirisha,"['funga', 'dirisha']"
ninafurahi,['ninafurahi']
sifurahi,['sifurahi']
najua kwamba najua,"['najua', 'najua']"
kwani huli,"['kwani', 'huli']"
kwa nini huli,['huli']
habari gani,"['habari', 'gani']"
nimetosha na umaskini wako wa kupinga sayansi,"['nimetosha', 'umaskini', 'wako', 'kupinga', 'sayansi']"
ulitaka kunieleza kuhusu uhuru,"['ulitaka', 'kunieleza', 'kuhusu', 'uhuru']"
nilianza kujifunza kichina juma lililopita,"['nilianza', 'kujifunza', 'kichina', 'juma', 'lililopita']"
wewe ni mwanafunzu mzuri,"['wewe', 'mwanafunzu', 'mzuri']"
lazima uwasilishe ripoti jumatatu,"['lazima', 'uwasilishe', 'ripoti', 'jumatatu']"
unanua kufanya nini,"['unanua', 'kufanya']"
unatoka wapi huko kanada,"['unatoka', 'wapi', 'huko', 'kanada']"
unapenda kunifanyia mzaha sio,"['unapenda', 'kunifanyia', 'mzaha', 'sio']"
bei ziko juu mno siku hizi,"['bei', 'ziko', 'mno', 'siku', 'hizi']"
daraja liko wazi kwa trafiki,"['daraja', 'liko', 'wazi', 'trafiki']"
samaki tafadhali,['samaki']
utaachwa na garimoshi usipoharakisha,"['utaachwa', 'garimoshi', 'usipoharakisha']"
majadiliano yanategemea kustahiana,"['majadiliano', 'yanategemea', 'kustahiana']"
katika siku za vita walivaa ngao kujilinda na majeraha ya mapanga,"['siku', 'vita', 'walivaa', 'ngao', 'kujilinda', 'majeraha', 'mapanga']"
tunaweza kusema kuwa japan ilikuwa ikipigana vita vya mara kwa mara dhidi ya njaa wakati wa vita,"['tunaweza', 'kusema', 'japan', 'ikipigana', 'vita', 'vya', 'dhidi', 'njaa', 'vita']"
ikiwa ubora wa bidhaa yako inafurahisha wateja wetu tutaweka maagizo ya kila mara,"['ikiwa', 'ubora', 'bidhaa', 'yako', 'inafurahisha', 'wateja', 'wetu', 'tutaweka', 'maagizo']"
wakati wa mkutano na waandishi wa habari rais alizungumza kuhusu uhusiano wa nje,"['mkutano', 'waandishi', 'habari', 'rais', 'alizungumza', 'kuhusu', 'uhusiano', 'nje']"
filimbi ililia na mashua ikaanza polepole kutoka bandarini,"['filimbi', 'ililia', 'mashua', 'ikaanza', 'polepole', 'bandarini']"
nilikutana na naomi nilipokuwa nikirudi nyumbani na tukawa na mazungumzo,"['nilikutana', 'naomi', 'nilipokuwa', 'nikirudi', 'nyumbani', 'tukawa', 'mazungumzo']"
baada ya kupigana vita vingi ngumu tuliweza kuleta matekeo ya maana na kuanzisha serikali mpya,"['kupigana', 'vita', 'vingi', 'ngumu', 'tuliweza', 'kuleta', 'matekeo', 'maana', 'kuanzisha', 'serikali', 'mpya']"
ni ajabu kusema hakuwa anajua taarifa,"['ajabu', 'kusema', 'hakuwa', 'anajua', 'taarifa']"
mara nyingi billy hugonga uso wake madirishani,"['nyingi', 'billy', 'hugonga', 'uso', 'madirishani']"
ikiwa inakuwa mkaidi kweli inasimama peke yake,"['ikiwa', 'inakuwa', 'mkaidi', 'kweli', 'inasimama', 'peke']"
hadhira walifurahia mchezo,"['hadhira', 'walifurahia', 'mchezo']"
aliacha timu yake kwa kuwa hakuelewana na meneja,"['aliacha', 'timu', 'hakuelewana', 'meneja']"
shangwe na nderemo zilisikika,"['shangwe', 'nderemo', 'zilisikika']"
nilimshinda kabisa kwenye mjadala,"['nilimshinda', 'kabisa', 'mjadala']"
una ruhusa yetu kujumuisha programu yetu kwa sharti kwamba ututumie nakala ya bidhaa ya mwisho,"['una', 'ruhusa', 'yetu', 'kujumuisha', 'programu', 'yetu', 'sharti', 'ututumie', 'nakala', 'bidhaa', 'mwisho']"
mwaloni mzee anaguruma katika dhoruba,"['mwaloni', 'mzee', 'anaguruma', 'dhoruba']"
kisogo changu kiliungua kwa joto kali,"['kisogo', 'changu', 'kiliungua', 'joto', 'kali']"
nilihitimu kutoka shule,"['nilihitimu', 'shule']"
kumbuka kutuma barua unapoelekea shule,"['kumbuka', 'kutuma', 'barua', 'unapoelekea', 'shule']"
hili lilikuwa tukio la tatu laq ufiatuaji risasi katika shule ndani ya miezi sita,"['hili', 'lilikuwa', 'tukio', 'tatu', 'laq', 'ufiatuaji', 'risasi', 'shule', 'miezi', 'sita']"
hakika yeye ni mchanga na mrembo lakini ana afya dhaifu,"['hakika', 'mchanga', 'mrembo', 'ana', 'afya', 'dhaifu']"
ukipiga kelele juu ya mwamba unaweza kusikia mwangwi wa sauti yako,"['ukipiga', 'kelele', 'mwamba', 'unaweza', 'kusikia', 'mwangwi', 'yako']"
pishi lilichimbwa juu ya kilima na polepole walihama nyumba hiyo kutoka barabarani kwenda kilimani,"['pishi', 'lilichimbwa', 'kilima', 'polepole', 'walihama', 'nyumba', 'barabarani', 'kilimani']"
wote ndani,[]
haya kila mtu na tusisimame kwenye sherehe leo jioni chereko,"['haya', 'mtu', 'tusisimame', 'sherehe', 'leo', 'jioni', 'chereko']"
kila mtu alikuwa na mtazamo wa uhasama kwa wageni haramu,"['mtu', 'mtazamo', 'uhasama', 'wageni', 'haramu']"
maharamia walizika hazina yao ardhini,"['maharamia', 'walizika', 'hazina', 'ardhini']"
kwa kusoma ngambo wanafunzi wanaweza kutangamana na tabia na mila zingine,"['kusoma', 'ngambo', 'wanafunzi', 'wanaweza', 'kutangamana', 'tabia', 'mila', 'zingine']"
ikiwa unaenda chini ya maji shika pua yako na pigo ili kusafisha masikio yako,"['ikiwa', 'unaenda', 'maji', 'shika', 'pua', 'yako', 'pigo', 'kusafisha', 'masikio', 'yako']"
inapitia vipigwa kumi na viwili,"['inapitia', 'vipigwa', 'kumi', 'viwili']"
kusikia nyayo za mizimu wakaanza kukimbia pande zote,"['kusikia', 'nyayo', 'mizimu', 'wakaanza', 'kukimbia', 'pande', 'zote']"
tuliweza kusikia miguno ya mtu aliyejeruhiwa,"['tuliweza', 'kusikia', 'miguno', 'mtu', 'aliyejeruhiwa']"
kupata suluhisho lililofanya kazi ilikuwa mchakato wa kubahatisha,"['kupata', 'suluhisho', 'lililofanya', 'kazi', 'mchakato', 'kubahatisha']"
jina lake rasmi katika kampuni hiyo ni msaidizi wa rais,"['jina', 'lake', 'rasmi', 'kampuni', 'msaidizi', 'rais']"
tumbo langu lilianza kuguruma papo hapo kwenye mkutano ilikuwa aibu,"['tumbo', 'langu', 'lilianza', 'kuguruma', 'papo', 'mkutano', 'aibu']"
mikutano inapaswa kufanywa alasiri ya julai 15 jumanne siku nzima julai 16 jumatano na asubuhi ya julai 17 alhamisi,"['mikutano', 'inapaswa', 'kufanywa', 'alasiri', 'julai', '15', 'jumanne', 'siku', 'nzima', 'julai', '16', 'jumatano', 'asubuhi', 'julai', '17', 'alhamisi']"
ungetusaidia kama ungetuhifadhia hoteli ifuatayo wakati wa kongamano letu,"['ungetusaidia', 'ungetuhifadhia', 'hoteli', 'ifuatayo', 'kongamano', 'letu']"
msanii huyo aliteka nadhiri za huyo binti,"['msanii', 'huyo', 'aliteka', 'nadhiri', 'huyo', 'binti']"
kampuni yetu ina mauzo ya yen elfu milioni,"['kampuni', 'yetu', 'ina', 'mauzo', 'yen', 'elfu', 'milioni']"
tunawajibika kwa kiwango kikubwa ufanisi wa wanafanzi katika mtihani wa kuingia,"['tunawajibika', 'kiwango', 'kikubwa', 'ufanisi', 'wanafanzi', 'mtihani', 'kuingia']"
tunastahili kupiga kura katika umri wa miaka ishirini,"['tunastahili', 'kupiga', 'kura', 'umri', 'miaka', 'ishirini']"
tuliimba nyimbo kwa kwaya,"['tuliimba', 'nyimbo', 'kwaya']"
tulifanya bidii yetu tu kutofaulu,"['tulifanya', 'bidii', 'yetu', 'kutofaulu']"
lazima tuboreshe mbinu zetu za kufundisha,"['lazima', 'tuboreshe', 'mbinu', 'zetu', 'kufundisha']"
nafasi zote zimehifadhiwa kwa mwezi mzima broadway,"['nafasi', 'zote', 'zimehifadhiwa', 'mwezi', 'mzima', 'broadway']"
tunajua hadithi ya robin hood,"['tunajua', 'hadithi', 'robin', 'hood']"
tulipewa pendeleo la uvuvi katika ziwa hili,"['tulipewa', 'pendeleo', 'uvuvi', 'ziwa', 'hili']"
jumla ya deni letu ni dola elfu kumi,"['jumla', 'deni', 'letu', 'dola', 'elfu', 'kumi']"
kusudi letu la mwisho ni kuanzisha amani ulimwenguni,"['kusudi', 'letu', 'mwisho', 'kuanzisha', 'amani', 'ulimwenguni']"
bidhaa hii mpya yetu ni pigo kubwa kwa kampuni yetu pinzani,"['bidhaa', 'hii', 'mpya', 'yetu', 'pigo', 'kampuni', 'yetu', 'pinzani']"
ikiwa usafirishaji umechelewa tuna bima maalumu ya kucheleweshwa,"['ikiwa', 'usafirishaji', 'umechelewa', 'tuna', 'bima', 'maalumu', 'kucheleweshwa']"
mpango uliotangazwa jumanne inatoa wito wa dola bilioni 54 kwa kupunguzwa kwa ushuru,"['mpango', 'uliotangazwa', 'jumanne', 'inatoa', 'wito', 'dola', 'bilioni', '54', 'kupunguzwa', 'ushuru']"
ungependa matunda,"['ungependa', 'matunda']"
teknolojia imeshindwa kupunguza mzozo kati ya mwanadamu na maumbile,"['teknolojia', 'imeshindwa', 'kupunguza', 'mzozo', 'kati', 'mwanadamu', 'maumbile']"
sayansi inategemea uchunguzi wa makini,"['sayansi', 'inategemea', 'uchunguzi', 'makini']"
tunaenda nyumbani,"['tunaenda', 'nyumbani']"
nilifurahi kwenda shambani mwake wakati wa likizo ya kiangazi,"['nilifurahi', 'shambani', 'mwake', 'likizo', 'kiangazi']"
wakati wa kiangazi mayai huharibika haraka,"['kiangazi', 'mayai', 'huharibika', 'haraka']"
naweza kukusaidia maam,"['naweza', 'kukusaidia', 'maam']"
kwa sababu duka ni ndogo sana lazima afanye kazi nyingi tofauti kutoka kwa mhasibu hadi kijana wa kukagua bidhaa,"['sababu', 'duka', 'ndogo', 'lazima', 'afanye', 'kazi', 'nyingi', 'tofauti', 'mhasibu', 'kijana', 'kukagua', 'bidhaa']"
nataka kitu cha kuandikia,"['nataka', 'kitu', 'kuandikia']"
mimi ni mvulana tu anayefanya makosa,"['mvulana', 'anayefanya', 'makosa']"
baba yangu alisema hapana,"['baba', 'hapana']"
mfalme aligeuzwa na uchawi kuwa chura,"['mfalme', 'aligeuzwa', 'uchawi', 'chura']"
mfalme alikuwa maarufu kwa sababu ya kasri lake kuu,"['mfalme', 'maarufu', 'sababu', 'kasri', 'lake', 'kuu']"
kasri la kifalme lilijengwa juu ya kilima,"['kasri', 'kifalme', 'lilijengwa', 'kilima']"
naweza chukua kipimo chako mama,"['naweza', 'chukua', 'kipimo', 'chako', 'mama']"
baada ya mkewe kuachana naye harold alichanganyikiwa,"['mkewe', 'kuachana', 'harold', 'alichanganyikiwa']"
badala kuzunguka jones alieleza moja kwa moja,"['badala', 'kuzunguka', 'jones', 'alieleza']"
anga ilikuwa ikitishia kabla sijafika kituo,"['anga', 'ikitishia', 'kabla', 'sijafika', 'kituo']"
tofauti na uingereza bunge la juu huko amerika ni taasisi iliyochaguliwa,"['tofauti', 'uingereza', 'bunge', 'huko', 'amerika', 'taasisi', 'iliyochaguliwa']"
kiingereza sio rahisi kuelewa,"['kiingereza', 'sio', 'rahisi', 'kuelewa']"
napendelea kiingereza,"['napendelea', 'kiingereza']"
ningependa kuona mwisho wa filamu lakini ilibidi nitoke nje ya thieta,"['ningependa', 'kuona', 'mwisho', 'filamu', 'ilibidi', 'nitoke', 'nje', 'thieta']"
kukosa mazoezi kunaweza kudhuru afya yako,"['kukosa', 'mazoezi', 'kunaweza', 'kudhuru', 'afya', 'yako']"
ulimwengu in mkubwa hauna mpaka,"['ulimwengu', 'in', 'hauna', 'mpaka']"
nilikunywa sana na ardhi ilionekana kuteleza chini ya miguu yangu,"['nilikunywa', 'ardhi', 'ilionekana', 'kuteleza', 'miguu']"
sherehe hufanyika wakati wa mazao ya mchele,"['sherehe', 'hufanyika', 'mazao', 'mchele']"
hatua moja na utaanguka juu ya mwamba,"['hatua', 'utaanguka', 'mwamba']"
duka la karibu zaidi liko wapi,"['duka', 'liko', 'wapi']"
kwa ujumla wanawaje wa kijapani sana kiasi,"['ujumla', 'wanawaje', 'kijapani', 'kiasi']"
mara tu tunapokamilisha kushughulikia shida moja ngumu ndivyo rais alitutumia nyingine kutoka juu,"['tunapokamilisha', 'kushughulikia', 'shida', 'ngumu', 'ndivyo', 'rais', 'alitutumia', 'nyingine']"
tafadhali rudisha seti moja kwetu na saini yako,"['rudisha', 'seti', 'kwetu', 'saini', 'yako']"
aliniambia soma kwa bidii au hutapita hiyo mthiani,"['aliniambia', 'soma', 'bidii', 'au', 'hutapita', 'mthiani']"
usiposoma kwa bidii utaendelea kupata alama duni,"['usiposoma', 'bidii', 'utaendelea', 'kupata', 'alama', 'duni']"
mauaji mamoja yanafanya mtu katili mengi yanamfanya shujaa,"['mauaji', 'mamoja', 'yanafanya', 'mtu', 'katili', 'mengi', 'yanamfanya', 'shujaa']"
badala ya kwenda mwenyewe nilituma mjumbe,"['badala', 'mwenyewe', 'nilituma', 'mjumbe']"
kiasi cha karatasi inayozalishwa na nchi inahusiana sana na viwango vyao vya kitamaduni,"['kiasi', 'karatasi', 'inayozalishwa', 'nchi', 'inahusiana', 'viwango', 'vyao', 'vya', 'kitamaduni']"
nilikwenda kusini mwa pasifiki kuvinjari kimahaba wakati wa majira ya joto,"['nilikwenda', 'kusini', 'mwa', 'pasifiki', 'kuvinjari', 'kimahaba', 'majira', 'joto']"
sayansi ya matibabu imepiga hatua kubwa,"['sayansi', 'matibabu', 'imepiga', 'hatua']"
ni vigumu kwa gunia tupu kusimama wima,"['vigumu', 'gunia', 'tupu', 'kusimama', 'wima']"
tumbo ni moja wapo ya viungo vya ndani,"['tumbo', 'wapo', 'viungo', 'vya']"
takwimu za kuzungumziwa hapo chini zilikusanywa kwa njia ifuatayo,"['takwimu', 'kuzungumziwa', 'zilikusanywa', 'njia', 'ifuatayo']"
mwili ukiwa mdogo kuna uwezekano kuwa mtu ataumia kwa athari za mnunurisho,"['mwili', 'ukiwa', 'kuna', 'uwezekano', 'mtu', 'ataumia', 'athari', 'mnunurisho']"
salamu ni msingi wa tabia nzuri,"['salamu', 'msingi', 'tabia', 'nzuri']"
sio hadi tupoteze afya zetu ndio tutambue baraka zake,"['sio', 'tupoteze', 'afya', 'zetu', 'ndio', 'tutambue', 'baraka']"
tulikuwa tukitokwa jasho kwa joto,"['tulikuwa', 'tukitokwa', 'jasho', 'joto']"
mimi si kristo bali nimetumwa ili nimtangulie,"['si', 'kristo', 'bali', 'nimetumwa', 'nimtangulie']"
tulimchagua jeffrey kama kapteni wa kikosi chetu,"['tulimchagua', 'jeffrey', 'kapteni', 'kikosi', 'chetu']"
uhalifu unazidi kuongezeka katika miji yetu mingi,"['uhalifu', 'unazidi', 'kuongezeka', 'miji', 'yetu', 'mingi']"
chini ya ardhi kuna tahadhari inayosema kuwa maakini na uwazi unapopanda treni,"['ardhi', 'kuna', 'tahadhari', 'inayosema', 'maakini', 'uwazi', 'unapopanda', 'treni']"
mjini london polisi sikuzote huhofia kukuta bomu kwenye treni au kituo chaa chini ya barabara,"['mjini', 'london', 'polisi', 'sikuzote', 'huhofia', 'kukuta', 'bomu', 'treni', 'au', 'kituo', 'chaa', 'barabara']"
aliipowasili london alinitumia telegramu,"['aliipowasili', 'london', 'alinitumia', 'telegramu']"
wakati akiwa london ataenda kumtembelea binamu yake,"['akiwa', 'london', 'ataenda', 'kumtembelea', 'binamu']"
ni bibi lee mama ya susan uingereza,"['bibi', 'lee', 'mama', 'susan', 'uingereza']"
robert ndiye gurudumu la tano kwenye kamati ya usalama,"['robert', 'ndiye', 'gurudumu', 'tano', 'kamati', 'usalama']"
