text,labels
kitu kuanzia kufanya kazi sinema kompyuta kilikuwa thabiti,positive
kweli inafaa kuangalia,positive
bado seti zilizofikia 10 kiwango changu,positive
wana chakula kikubwa chenye rangi waridi wanaweza kuteua bia njia ajabu,positive
hakika hao kabla haya wakiishi maisha anasa,positive
hayavutii hayajajengwa vizuri,negative
twataka kwanza kusema mtumishi wetu mkuu tulikuwa utumishi mkamilifu,positive
mahali hapajapatana uruduku kweli umepandwa kupita kiasi,negative
mwaka ambayo ilitukumbusha huston bado mchezo ilivyothibitishwa uvumbuzi riwaya james joyce,positive
sehemu bora sinema iko mwisho,positive
nimetoka kuona filamu hii iipendekeza,positive
msingi huu chombo mawasiliano kisichowasiliana,negative
bajeti ndogo,negative
sina shaka nimerudi nyumbani isipokuwa mtu mwingine anunue,negative
hamu kula ilitoweka,negative
mambo yatokeayo mashuhuri hubadili mpangilio njama sababu isiyo sababu yoyote ila maandishi yahitajiyo iwe,negative
sikucheka wala kutabasamu,negative
kitu kilicho orodha vyakula kizuri tulifurahi kupata mahali pa kulala pa ajabu ajili binti yetu mla mboga,positive
kisa kizuri,positive
usiogope maelezo siri yanastahili matibabu hapa pale mwaka 1010,positive
jiji del taco chafu linapaswa kuepukwa ikiwezekana,negative
niliona filamu fupi hii hbo siku nyingine niliipenda kabisa,positive
si rahisi kutumia kisa hiki sababu harufu inachukiza,negative
hakika utafungiwa nao,negative
kupigwa simu kamera matokeo mazuri kucheza video vilevile jambo zuri,positive
hahisi vizuri anaposafiri vifungo hufunguliwa hivi vigumu kuvisukuma,negative
kwanza huenda ikawa ndiyo mwisho,negative
imejaa wahusika kadi isiyo kifahari iliyoandikwa wazi edward chodorov ambaye alitengeneza kushangaza anaelekezwa jean negulesco ambaye mtu angetegemea mpango,negative
wahusika wenye kuchekesha upekee kutokuwa mtu mashuhuri kweli,positive
kuitazama filamu hii ilingamua si aliyekuwa akili iliyofunga akili mngao unaomwonyesha nimejikuta nikiitazama,positive
usipoteze wako ukitazama filamu hii takataka isiyochunguzwa,negative
nilikuwa nimeketi,positive
betri mbaya,negative
watoto wanaudhika,negative
usipoteze wako kutazama filamu hii takataka ambayo haijafanywa utafiti,negative
inafurahisha,positive
kamera ingawa inakadiriwa ina kamera yenye kuvutia megaksi 13 hutoa picha zinazoanguka matazamio azimio hilo kulinganishwa,negative
mahali palikuwa safi chakula kilistahili kuliwa,negative
usivutiwe wazo hilo au chakula,negative
bidhaa hii inafanya kazi iwe rahisi kwangu polisi nikingoja kitu fulani,positive
mandhari angani zilisifiwa,positive
naipenda ile dekor karatasi ukuta kidevu,positive
leo ladha kwanza mbwa ugonjwa buldoris lazima nikuambie nilivyopata kufikiri yawezekana,positive
ione watoto wako ikiwa utapata nafasi kutosha kutafungua geji kustaajabisha kuhusu umbali ambao uhusiano kati rangi umetokea miaka 50 iliyopita,positive
mbaya,negative
siwezi kufanya kazi,negative
ikiwa umesongwa matapiko yako mwenyewe mwishoni mwa drama yote bei rahisi maongezi yasiyo thamani lazima uwe ulichoshwa kifo kupoteza,negative
sawa napenda kujiona mkosoaji mzuri nitatoa mkopo sababu deni athari kiumbe zilikuwa nzuri,positive
ndugu ambaye hufanya kazi madukani alikula siku hiyohiyo kukisia mgonjwa usiku kucha,negative
si mgojwa,negative
mtendaji anyonyaye muziki anyonya maandishi hayo anyonyaye kile chombo pekee kufyonza vinyonyaji msingi filamu hii hunyonya,negative
si lazima niwe mhasibu kujua lazima nipatwe skurubu,negative
sikufikiria maagizo yaliyotolewa yalinisaidia,negative
ninavaa siku inashikilia vizuri,positive
unao babua ngozi kichwa,negative
mzuri,positive
sinema mbaya saa mbili,negative
mwanasesere anapenda jinsi alivyo mwembamba,positive
lina mambo yote ninayotaka,positive
huduma nzuri safi si ghali buti,positive
kwanza kuna maoni kutosha ubaguzi rangi mizaha kijamii kuudhi mtu,negative
faili barafu limau inayoitwa rastroberi ambayo ajabu,positive
kamera inampenda sinema hii,positive
napenda lucy,positive
andika mahali hapa pahitaji kitu kamili kufunika uso,negative
sinema muhimu kujumuisha maoni mazuri barcelona minara maarufu gaudi,positive
akaagiza kikata mbao kuchukua dakika 40 piza itenge dakika 10 nyingine,negative
int kweli ilivutiwa nyama yenye milia,negative
ingeweza kutumiwa mifano mbuni yeyote aliyeweka rasmi,positive
hatauingia ila mwovu kabisa,negative
majadiliano mabaya ungeweza kuendelea mrefu,negative
haikunilipia,negative
huzungumza utumishi wateja wateja tutarudi,positive
aliishi hapa tangu 1979 hii kwanza mwisho kuingia mahali hapa,negative
sifa inayotolewa mhusika maelezo tata kisaikolojia yanayofafanua uaminifu mshikamanifu mapenzi tumaini mambo makubwa,positive
chakula kinakaribia kufanana mapango ambayo hayasemi mema kidogo,negative
nilikuwa nikitua ukawaida safari zangu phoenix,positive
ninapendekeza kabisa sinema hii mtu yeyote anayependa sinema nzuri familia sababu ndivyo hii haswa,positive
hakika shaka ndiko kufuzu kukubwa,positive
uirudishe,negative
ikiwa yatosha kuharibu filamu yako picha imeharibiwa matumizi daima seti sinema sehemu nje nyumba,negative
uzoea hapa,negative
sio mbaya,positive
filamu ina waigizaji wakuu ambao mwelekezi stadi mtu aliye picha hewani ambazo zilipaswa kusisimua hisi uwezo kufikiri ambao huenda mtu akajali,positive
ufupi usisumbue sinema hii,negative
tulingoja saa kile kilichokuwa kiamsha kinywa ningaliweza kufanya vizuri 100 nyumbani,negative
ubora mzuri hufanya kazi wenye kutisha,positive
hufanya kazi kitu kuvutia ile ambayo alipata simu,positive
mahali pazuri pa ajili bakuli tamu pho,positive
kifaa chenye kuvunja moyo mtengenezaji mzuri,negative
naipenda simu hii yenye mafaa ina mambo mengi,positive
ukitaka chakula safi chenye afya au chenye maadili mazuri jaribu kufanya,positive
kushoto ukiwa umefadhaika,negative
5 nyota ajili mkate joko matofali,positive
karamu bora,positive
usipoteze pesa zako,negative
mwisho kushangaza,positive
walifanya kesi hii iwe ndogo ngumu kuweka,negative
stesheni nzuri bandari ajili nyumba au kazi,positive
yaliyo machafu yahame,negative
bidhaa nzuri,positive
muziki au kitu chochote kuzungumzia,negative
shaka hilo halimaanishi mtu huyo tofauti njia nzuri,negative
bidhaa isiyo maana,negative
nilienda wavuti motorola kufuata mwelekeo sikuweza kuipata,negative
si rahisi kutazama,negative
filamu isiyosahaulika urahisi,positive
king majuto mchekeshaji bora nchini kuliko wachekeshaji,positive
linapatana glove lenye nguvu lenye kudumu,positive
tulipita mtihani,positive
sidhani nilikuwa nikienda sinema kuichukia,negative
tokeo mafanikio ujenzi nguvu umeme yanayofanywa ufaao labda sababu tamaduni zetu uvutio wenye kusumbua mashuhuri fasiri zao zilizopotoka umashuhuri,positive
niliifurahia christopher eccleston alipochukua udhibiti tardis mwendelezo safu,positive
maagizo hayakueleza kikuza kingeweza kutumiwa,negative
halipendekezwi,negative
fikiria maamuzi hayo yalifanywa vibaya,negative
kuna kasoro ubuni isipokuwa usiitumie ifaavyo ambayo sifikiri ndivyo ilivyo,negative
programu inayoambatana nayo nyangavu,positive
waah hii ngoma ilikua imeshika nikiwa darasa 6 yanirudisha nyuma kweligenge mwisho wangu,positive
wapishi wenye urafiki walifanya kazi nzuri,positive
hakika anawapiga nacho filamu ninatarajia kuja kidogo mkahawa,negative
lazima ziara kamili izuru,positive
ilifafanuliwa vizuri,positive
barbes sura nzuri,positive
safu bmw 3 ambayo kimya kabisa nina shida kusikia kile mtu mwingine anasema,negative
nadhani nilipendezwa maelezo madogo madogo udhaifu aliokuwa nao yaliaminika,positive
lazima nisimulie jambo hili mnyanganyi ambaye alipenda kumaliza namna wahusika filamu hizo tatu walivyokuwa waokokaji waliobaki msiba feri kijana hakimu mzee aliyeuangalia umri akiimarisha furaha mateso aliyokabiliana nayo miaka mingi,positive
matendo mema,positive
hakika moto mambo yaliyo makubwa kabisa,negative
filamu hii awali mwananchi ujao lucio ufulci nyongeza nzuri usukari giallo,positive
kabati lake lote,positive
kitu hakilingani picha,negative
laiti ungeweka vijiti kuzunguka zunguka,positive
nimefurahi 510 sijakuwa malalamiko yoyote mtu yeyote kuhusu ubora,positive
ikitenda wastani mtu mkuu bajeti uwezavyo kuona wazi,negative
si mizuri vya kutosha ajili bei,negative
nina simu mkononi yenye simu 23 ninapokuwa nyumbani huwezi kusikia chochote,negative
huduma inanuka hapa,negative
hilo jambo kusisimua,positive
sababu pekee kula hapa ingekuwa kujaza kabla usiku kunywa kupita kiasi upate mabumba tumbo lako,negative
ujumla hupenda mahali hapa,positive
kuepuka vyovyote gharama yoyote ile,negative
kulikuwa majaribio machache huruma kuwapa wahusika kina kirefu haikufanya kazi kabisa mpango uliobaki,negative
nilirudisha simu ajili maonyesho mapya,positive
nyama kuku iliyokaangwa mayai ndiyo ninayopenda,positive
hakuna haja kuchunguza tatizo hilo,positive
niliitupa simu hii mkondo imeingia sekunde 15 bado inafanya kazi nzuri,positive
epuka bidhaa hii uende kalamu halisi mitende ambazo huja mstari tatu,negative
hatufaulu,negative
nyenzo hii haikauki haraka,negative
mhakiki italia aliiita hii filamu ndogo kweli,positive
mojawapo mambo yanayokatisha tamaa ukosefu balaa,negative
kitu hiki kikubwa kiachi kitumiwe kupita kiasi kimekuwa kikitenda mema matatizo yoyote,positive
ukichukia vibano vya masikio huepuka simu hii vyovyote,negative
ujumla ningependekeza simu hii ajili mtu huyo mpya,positive
umbo lake zuri kwa4,positive
isitoshe ndipo kundi wahuni walio dhaifu waliotupwa kundi dogo wahuni siku mwisho wanapokwenda mwandishi habari ambaye anafanya kazi hadithi siku ukumbusho mauaji hayo,negative
tatizo kuandika kuelekeza jambo hilo hufanya iwe vigumu kuanzisha mambo ambayo hufanya sinema ionekane hadithi wahusika kadhalika,negative
chungu kipawa huiokoa,negative
wazo lenyewe sinema imelemaa linachukua sehemu ndogo filamu meriocre pg13 kufanya sinema isiyo kawaida ikibadili sinema familia iliyodharauliwa,negative
inastahili upendo wenye nguvu,positive
wala usiitilie shaka,negative
filamu hii hutumia neno hilo upole tusi umma unaokwenda sinema,negative
hakukuwa uchangamfu au uvutio wowote mandhari au wahusika hawa,negative
hivi majuzi nilikuwa matatizo mahali ambapo singeweza kukaa tukiunganishwa dakika 10 kabla kutenganishwa,negative
binafsi nafikiri hilo laonyesha wapaswa kujifunza kulegeza msimamo kuwahusisha masuala,positive
kutamauka,negative
inafanya kazi kushangaza,positive
simu inaunganishwa simu ikiwa iko umbali meta nusu kati simu hizo mbili,negative
huduma nzuri bei bidhaa nzuri sababu hii vegas iko jengo maduka makubwa vito aria,positive
simu hii nzuri sijawahi kupata shida yoyote nayo,positive
kitu kuhusu bidhaa hii si sahihi kwanza,negative
dhana filamu kipuuzi hivi rais filamu yetu,negative
hubeba sinema vizuri,positive
nyingi mazungumzo hayafuati mstari mwingine au hufaana mazingira,negative
ahadi wanayo ivunja moyo,positive
hapana shaka usiku ulikuwa umefika mahali hapa,negative
nokia 2160 umri miaka mitano tracfene anashikilia shtaka hilo vizuri kuliko hili,negative
ukiiona labda unapaswa kuiacha rafu,negative
int akitarajia kupata vifaa vya oscar hivi,negative
shaka si bei ghali ilipwavyo 3,negative
mwanamuziki mwigizaji mpishi hodari,positive
utaipenda,positive
hakukuwa nyama yoyote,negative
team 2019merimera takataka,negative
hakuna udhuru kitu hiki ambacho hakijafanywa vizuri,negative
si kutosha haugeuki inavyopaswa,negative
hakika mwingi kutubia,negative
simu mbaya,negative
ninapenda simu hii nzuri ina sifa nyingi,positive
hii sehemu yenye ustadi utengenezaji filamu yenye vichwa vingi vinavyochemka kuchemka sehemu hii mapigano uchunguzi washairi bohemian miaka vita ambayo hupitana milipuko mabomu hewani londoni utulivu nje mwambao magharibi ukiondoa mipaka kati tamaa urafiki kupenda sanaa kujionea wasiwasi dhidi ushindani kujiona shujaa kujitoa,positive
kitu hiki kilifanya kazi kikavunjika miezi 6 kutumiwa,negative
njama kudumu karibuni hivi mwisho uuaji huruma,negative
mnataka hukumu hukumu imekwisha kujieni mkiacha itakuwa ndio kheri kwenu,positive
walio sema mola wetu mlezi,positive
si mbaya,positive
linda cardellini ndiye kitu kizuri filamu hii,positive
kukatishwa tamaa kutumia kalenda,negative
ubora duni duni,negative
imkua labda wachache wananchi si kupendezwa nao,negative
lazima vifaa vya simu mkononi viwepo,positive
shaka vizuri kuona sinema yenye kuchochea fikira inayokufanya utilie shaka upweke wako,positive
huu ndio upokeaji,positive
ndiyo mbaya,negative
constantine anapea kitu nguvu inayofaa anaonekana uelewa mzuri misukumo kisaikolojia,positive
nimeridhika simu hii mkononi siku siku,positive
awali maeneo filamu ambayo yalipigwa picha hapa buffalo yalinishangaza,positive
njama sawa hofu iliyokuwa gharama,negative
singependekeza mahali hapa,negative
nilimwendea jambazi pendekezo marafiki hakukatishwa tamaa,positive
nilijaribu kuongea kupiga kelele simu kunaendelea kuzeeka bado nimeambiwa vigumu,negative
najua hii si ile mikahawa mingine kidogo ambayo iko mbali hapa,negative
chakula chetu kilikuwa kitamu chenye kupendeza chenye kupendeza,positive
hii simu kufikia mwaka 2005 ninunue s710a yote ninayoweza kusema machache,positive
ninapenda kelele sinema filamu zote zenye kutisha hii inajitokeza pale,positive
sijafurahi nayo kidogo,negative
chakula kilikuwa kizuri kilijaa haraka haraka,positive
uzuri,positive
wema sepetu mwanamke ushawishi,positive
hakukuwa kemikali kati ben affleck bulla cabrack filamu hii ningeweza kuelewa angefikiria kuacha mke kike ajili kifaranga hicho ambacho eti alidhaniwa kilingolewa kutupiliwa mbali,negative
nilipenda piza iliyochomwa kunikumbusha piza iliyosagwa,positive
inafanya kazi nzuri,positive
mkiwa janaba ogeni,positive
hakika malipo shaka yatatokea,positive
jal schradir kweli ametengeneza filamu kuhusu syshima ambayo tata,positive
dada ana anaipenda,positive
asante nyote ambao walichukua kuandika video hiishukrani ndugu zanguni,positive
vitu vizuri bei,positive
kuna unafiki kutosha filamu hii kunifanya nitapike,negative
eneo hilo halikuhisi mahali pa kupigia kura bali bustani maridadi nyumba ajili chai biskuti,negative
maisha yalikuwa bora samaki,positive
nadhani huu mpango wangu mwisho hawa wasio wakubwa,negative
kubishana verizon kuhusu simu zilizoangushwa tulirudisha simu siku mbili,negative
hakika malipo shaka yatatokea,negative
hii haifai kidogo,negative
mahali chipu ndogo bora,positive
njama yenye hila haikunisadikisha kidogo sehemu sinema ilitazamwa jicho lisilo kawaida lenye kutilia shaka,negative
filamu hii inaonyesha kasoro msingi utaratibu kisheria ambazo hazihusu kugundua hatia au kutokuwa hatia bali zahusu nani aliye sifa nzuri mahakamani,positive
siku mbaya au sina uvumilivu mteja asiye adabu kazi yako mzuri adabu kuosha vyombo vingine,negative
dharau akili mtu upotezaji pesa,negative
laiti angalimtupa daraka hilo kuutayarisha mwandiko,positive
imetengenezwa vizuri wazalishaji bora scifi scot vandiver,positive
rahisi nilipoitazama filamu hii nikatambua jinsi alivyo,positive
mashaallah mtoto mzuri huyu,positive
simu haipigi gari langu kushika simu sababu matatizo simu,positive
utumishi bora chakula kilichopata baharini kilikuwa kizuri chenye urafiki hivi alifanya siku yetu iwe,positive
soli ilienda utaratibu,positive
upande uchukuzi mizigo uliimarika,positive
keki tambuu mtu anashona ladha msiba sukari uliorekebishwa kaakaa umri miaka sita,negative
filamu inayo watendaji wakuu mkurugenzi mkuu mada muhimu angalau mada muhimu uwongo ulimwengu hamsini picha angani ambazo zinapaswa kufurahisha hisia mawazo wahusika ambayo mtu anaweza utunzaji,positive
huduma nzuri,positive
follow foot,negative
mzuri,positive
walileta viraka vipya nilikuwa fikira yoy kitu chenye joto kisicho joto,negative
hufanya kazi vizuri mtoza gari hasa ikiwa huwezi kuunganisha viunganishi viwili uleule,positive
ingebadili siku nzuri iwe usiku wenye kumbukumbu zenye kusumbua kuliko nadhani alifaulu,negative
hilo linaruhusu uwezekano vitabu viwili vya tarehe uleule tarehe kwanza,negative
ndicho hichi,negative
tulikuwa kikundi 70 tulipodai tungekuwa 40 walitutunza vizuri,positive
hufanya kazi hirizi inayotangazwa,positive
sinema yenye kuvutia yenye hisia moyo mzuri,positive
hakuna mwigizaji ambaye ametumika vibaya juni allison sinema hii,negative
kitu kapteni howdy anasema kijinga wazi,negative
madhara mabaya chakula yalikuwapo fulani,negative
ungeweza kuchukua vidio 2 ubora ulikuwa,negative
hosteli nzuri muziki piano mtamu,positive
programu zilizo mbaya zilizowahi kutumiwa ikiwa ningezipa nyota hizi sufuri,negative
nadhani nilipenda maelezo dysfunction kuaminika,positive
zilikuwa tamu tamu,positive
jambo pekee ambalo nafikiri lingeweza kuboresha inayotoka kichwa,negative
nakumbuka hasa hisi zangu zikishambuliwa nyuzi ndogo ndogo muziki ambazo hazingengaa onyo lolote umaana,negative
aina kweli,positive
hakuna maendeleo halisi,negative
kiolezo chenye kuvutia kinachotumiwa kotekote sinema kito chenye kupendeza,positive
kuna aina nyingi wanyama ambao hawajagunduliwa ambao mchezo,positive
kweli sioni jinsi mtu yeyote angeweza kufurahia sinema hii,negative
ongeza akili nyeupe yean hali mtu amecheza vizuri,positive
kilikuwa kichwa changu muziki miaka mingi ikifutwa,positive
jimmy stewart shujaa hitchcock hadithi inaruka kilele chake kazi ubalozi inakosa hatari kushughulikia nyeusi nyeupe bajeti hitchcock,positive
